https://upload.wikimedia.org/wikipedia/commons/a/a8/LOC_Main_Reading_Room_Highsmith.jpg,198.35.26.112,wiki_highsmith,750k,10 
https://codeload.github.com/scipy/scipy/zip/master,192.30.255.120,github_scipy,750k,10 
https://m.media-amazon.com/images/G/01/IMDb/design/prototypes/raven/allornothing/allblacks.mp4,23.38.126.22,amazon,750k,10 
https://dms.licdn.com/playback/C4E00AQEOf4NNZp_DSA/23033a33657347f2a6f2a1140146d656/feedshare-mp4_3300/1488578169071-zmy00q?e=1540004400&v=beta&t=5RwWyRrArAYIANb2IIpuavSFfiRQJ_Kvg9ZElgZ1qYc,23.38.127.219,linkedin,750k,10 
https://video-http.media-imdb.com/MV5BNzRiMzVhYmEtNmQ2Mi00MDk1LWFhZTktMzY1NTI4ZDVlZWI3XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1540003141&Signature=NArEQl2qH51lvbhQf0OMTEaIhTiXYsDbLZVQ6CxvqdwG8H8kpHW3n6t~VQ1woyTXnkLwKfLiWLVCZzmaG1wu5ZzH-jxoeRJ4Krd7gFPQZIUg1KnuwNvjCXjCNxwzAiDsvLi0nlN30yaC2cWBx4CRTwmk-6DoRyQpBFX6z9X1p8c_&Key-Pair-Id=APKAILW5I44IHKUN2DYA,54.192.232.51,imdb,750k,10 
https://www.apple.com/105/media/us/home/2018/da585964_d062_4b1d_97d1_af34b440fe37/films/behind-the-mac/mac-behind-the-mac-tpl-cc-us-2018_1280x720h.mp4,23.220.145.191,apple,750k,10 
https://holdings.sciencedirect.com/holdings/productReport.url?packageId=&productId=34&downloadId=1539921713612,sciencedirect,52.5.214.252,750k,20 
https://obssr.od.nih.gov/wp-content/uploads/2018/03/OBSSR_Festival_Report_2017.pdf,137.187.172.42,nih.gov,750k,10 
https://noaanhc.files.wordpress.com/2017/07/outreach1.jpg,192.0.72.24,wordpress,750k,10 
https://link.springer.com/content/pdf/10.1007%2Fs10853-018-2650-4.pdf,151.101.24.95,springer,750k,10 
https://yvpub-bucket001-west.west.edge.storage-yahoo.jp/contents/yvpub-content-2290034fb4efe155ef379d2408e636ea/hls/70bc06ea1e625cf456e718f0edbe2847/5M/output_00005.ts,183.79.225.32,yahoo.jp,750k,10 
https://www.u-tokyo.ac.jp/content/400076572.pdf,210.152.243.234,u-tokyo.ac.jp,750k,10 
https://avatars.mds.yandex.net/get-yablogs/41243/file_1514634880218/orig,87.250.247.182,yandex.ru,750k,10 
http://update.whale.naver.net/downloads/installers/naver-whale-stable_amd64.deb,175.158.11.209,naver.com,750k,10 
https://smrmembers-smr.smartmediarep.com/smc/smrmembers/single/eng/0/smr/contents/video/2018/08/14/0e179e8df8a6dfb8c425235e16dc5e7a_t34.mp4,182.162.108.100,daum.net,750k,10 
https://www.canada.ca/content/dam/pch/images/services/royal-portraits/queen-pic14x16-eng.jpg,184.25.234.183,canada.ca,750k,10 
http://data.inspire.landregistry.gov.uk/Abertawe_-_Swansea.zip,52.218.53.27,gov.uk,750k,10  
https://vk.com/doc-135678176_444164557?dl=6a01ba64b8465ff67a,87.240.137.134,vk.com,750k,10 
http://mirrors.163.com/ubuntu-releases/ubuntu-core/16/ubuntu-core-16-pi2.img.xz,59.111.0.251,163,750k,10
https://mirror.tuna.tsinghua.edu.cn/ubuntu-releases/ubuntu-core/16/ubuntu-core-16-pi2.img.xz,101.6.8.193,tsinghua,750k,10
http://ftp.sjtu.edu.cn/ubuntu-cd/ubuntu-core/16/ubuntu-core-16-pi2.img.xz,202.38.97.230,sjtu,750k,10
http://mirrors.huaweicloud.com/repository/ubuntu-cdimage/ubuntu-core/16/current/ubuntu-core-16-armhf%2Braspi3.img.xz,117.78.24.36,huawei,750k,10
http://scloud-dlsw.br.baidu.com/package/201703/bdbrowserSetup-7.6.110.3359-5646_11000002.exe,58.211.137.1,baidu,750k,10
http://download.alicdn.com/wireless/taobao4android/latest/702757.apk,140.205.16.80,taobao,750k,10
https://download.alicdn.com/wireless/tmallandroid/7.9.0-70521-14/10002119@tmallandroid_7.9.0.apk,140.205.16.81,tmall,750k,10
https://dldir1.qq.com/qqfile/QQIntl/QQi_PC/QQIntl2.11.exe,119.249.49.35,qq,750k,10
https://download.jr.jd.com/downapp/jrapp_jr464.apk,61.174.55.1,jd,750k,10
http://dl.desktop.weibo.com/Weibo.4.5.3.37575common_wbupdate.exe,122.225.38.198,weibo,750k,10
